DCid	species	factor	factor_type	GSM	GSE	cellLine	CellType	Tissue	res_path	res_size	narrowPeak	peakXls	bigwig	summit	RP	X5foldPeakRP	json	bam	TreatOrControlReplicates	ReadLength	FastQC	RawReadsNumber	UniquelyMappedReadsNumber	UniquelyMappedRatio	PBC	FRiP	PeaksNumber	PeaksFoldChange..10	PeaksFoldChange..20	FragmentSize	ChIPReplicatesPairwiseLabels	ReplicatesOverlapRatio	ReplicatesWigCorrelation	MergedPeaksNumber	MergedPeaksFoldChange..10	MergedPeaksFoldChange..20	MergedPeaksPromoterPercentage	MergedPeaksExonPercentage	MergedPeaksIntronPercentage	MergedPeaksIntergenicPercentage	MergedPeaksUnionDHSRatio
62804	Homo_sapiens	DNase	ca	ENCSR128IVG_2	ENCSR128IVG	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/62804_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/62804_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/62804_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/62804_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/attic/62804_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/attic/62804_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62804/attic/json	NA	ENCSR128IVG_2_treat_rep1	51	38	41368769	40	0	0.529	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62805	Homo_sapiens	DNase	ca	ENCSR128IVG_3	ENCSR128IVG	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/62805_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/62805_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/62805_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/62805_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/attic/62805_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/attic/62805_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62805/attic/json	NA	ENCSR128IVG_3_treat_rep1	51	38	65214894	66	0	0.6	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62806	Homo_sapiens	DNase	ca	ENCSR128IVG_4	ENCSR128IVG	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/62806_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/62806_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/62806_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/62806_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/attic/62806_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/attic/62806_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62806/attic/json	NA	ENCSR128IVG_4_treat_rep1	51	38	46265415	20	0	0.538	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62822	Homo_sapiens	DNase	ca	ENCSR136DNA_1	ENCSR136DNA	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/62822_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/62822_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/62822_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/62822_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/attic/62822_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/attic/62822_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62822/attic/json	NA	ENCSR136DNA_1_treat_rep1	50	39	24368260	16	0	0.8	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62823	Homo_sapiens	DNase	ca	ENCSR136DNA_2	ENCSR136DNA	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/62823_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/62823_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/62823_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/62823_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/attic/62823_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/attic/62823_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62823/attic/json	NA	ENCSR136DNA_2_treat_rep1	51	37	38332820	12	0	0.714	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62824	Homo_sapiens	DNase	ca	ENCSR136DNA_3	ENCSR136DNA	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/62824_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/62824_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/62824_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/62824_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/attic/62824_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/attic/62824_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62824/attic/json	NA	ENCSR136DNA_3_treat_rep1	51	38	43186859	23	0	0.636	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62825	Homo_sapiens	DNase	ca	ENCSR136DNA_4	ENCSR136DNA	A549	Epithelium	Lung	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825	3.1M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/62825_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/62825_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/62825_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/62825_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/attic/62825_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/attic/62825_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62825/attic/json	NA	ENCSR136DNA_4_treat_rep1	51	38	32503941	25	0	0.824	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
62831	Homo_sapiens	DNase	ca	ENCSR137EEM_1	ENCSR137EEM	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831	208M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/62831_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/62831_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/62831_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/62831_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/attic/62831_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/attic/62831_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62831/attic/json	NA	ENCSR137EEM_1_treat_rep1	36	36	NA	NA	NA	0.954	0.13272	55230	7962	75	69	NA	NA	NA	55230	7962	75	0.164507513	0.065537729	0.339698748	0.43025601	0.9576
62886	Homo_sapiens	DNase	ca	ENCSR158VAT_1	ENCSR158VAT	None	None	Thyroid	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886	256M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/62886_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/62886_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/62886_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/62886_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/attic/62886_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/attic/62886_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62886/attic/json	NA	ENCSR158VAT_1_treat_rep1	36	36	NA	NA	NA	0.733	0.17705575	104688	3891	30	153	NA	NA	NA	104688	3891	30	0.074781309	0.07462801	0.398865585	0.451725096	0.9636
62887	Homo_sapiens	DNase	ca	ENCSR158VAT_2	ENCSR158VAT	None	None	Thyroid	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887	314M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/62887_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/62887_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/62887_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/62887_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/attic/62887_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/attic/62887_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62887/attic/json	NA	ENCSR158VAT_2_treat_rep1	36	35	NA	NA	NA	0.774	0.4551005	124667	27193	1409	65	NA	NA	NA	124667	27193	1409	0.087553938	0.07047867	0.431421707	0.410545685	0.9602
62903	Homo_sapiens	DNase	ca	ENCSR165BGV_1	ENCSR165BGV	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903	267M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/62903_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/62903_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/62903_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/62903_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/attic/62903_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/attic/62903_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62903/attic/json	NA	ENCSR165BGV_1_treat_rep1	36	38	88768286	60746377	0.6843	0.975	0.2145145	62749	14609	275	127	NA	NA	NA	62749	14609	275	0.158819486	0.072119458	0.394730531	0.374330525	0.969
62911	Homo_sapiens	DNase	ca	ENCSR171ETY_1	ENCSR171ETY	None	None	gastrocnemius_medialis	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911	182M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/62911_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/62911_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/62911_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/62911_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/attic/62911_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/attic/62911_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62911/attic/json	NA	ENCSR171ETY_1_treat_rep1	36	36	NA	NA	NA	0.698	0.11682225	57042	2944	35	123	NA	NA	NA	57042	2944	35	0.131119835	0.099977114	0.405330704	0.363572347	0.9644
62918	Homo_sapiens	DNase	ca	ENCSR174TIP_1	ENCSR174TIP	None	None	Liver	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918	92M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/62918_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/62918_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/62918_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/62918_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/attic/62918_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/attic/62918_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62918/attic/json	NA	ENCSR174TIP_1_treat_rep1	36	35	NA	NA	NA	0.971	0.0038945	888	115	27	87	NA	NA	NA	888	115	27	0.302741359	0.070321812	0.170441001	0.456495828	0.671171171
62941	Homo_sapiens	DNase	ca	ENCSR191FOV_1	ENCSR191FOV	None	None	Adrenal_Gland	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941	75M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/62941_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/62941_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/62941_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/62941_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/attic/62941_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/attic/62941_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62941/attic/json	NA	ENCSR191FOV_1_treat_rep1	36	36	NA	NA	NA	0.857	0.091003	56103	8006	58	63	NA	NA	NA	56103	8006	58	0.155616713	0.077236499	0.398137889	0.3690089	0.9502
62982	Homo_sapiens	DNase	ca	ENCSR207TUX_1	ENCSR207TUX	None	Stem_cell	None	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982	182M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/62982_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/62982_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/62982_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/62982_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/attic/62982_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/attic/62982_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62982/attic/json	NA	ENCSR207TUX_1_treat_rep1	36	36	NA	NA	NA	0.951	0.11653525	74951	18504	117	53	NA	NA	NA	74951	18504	117	0.118846046	0.056654496	0.399430245	0.425069213	0.9564
62983	Homo_sapiens	DNase	ca	ENCSR209TXI_1	ENCSR209TXI	None	None	Uterus	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983	420M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/62983_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/62983_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/62983_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/62983_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/attic/62983_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/attic/62983_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62983/attic/json	NA	ENCSR209TXI_1_treat_rep1	36	35	479054446	173892774	0.363	0.653	0.034039	62740	605	73	93	NA	NA	NA	62740	605	73	0.131758707	0.059585658	0.375873902	0.432781733	0.8942
62999	Homo_sapiens	DNase	ca	ENCSR215FCQ_1	ENCSR215FCQ	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999	342M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/62999_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/62999_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/62999_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/62999_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/attic/62999_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/attic/62999_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset62999/attic/json	NA	ENCSR215FCQ_1_treat_rep1	36	36	195445632	152120986	0.7783	0.849	0.4126485	138898	50546	4105	69	NA	NA	NA	138898	50546	4105	0.09654575	0.053362209	0.403060819	0.447031222	0.9612
63012	Homo_sapiens	DNase	ca	ENCSR217SET_1	ENCSR217SET	SW480	None	Colon	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012	449M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/63012_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/63012_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/63012_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/63012_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/attic/63012_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/attic/63012_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63012/attic/json	NA	ENCSR217SET_1_treat_rep1	36	35	398539732	185520222	0.4655	0.845	0.2802725	146866	42836	1474	59	NA	NA	NA	146866	42836	1474	0.100799399	0.056962285	0.381162886	0.46107543	0.962
63013	Homo_sapiens	DNase	ca	ENCSR217SET_2	ENCSR217SET	SW480	None	Colon	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013	199M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/63013_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/63013_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/63013_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/63013_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/attic/63013_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/attic/63013_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63013/attic/json	NA	ENCSR217SET_2_treat_rep1	36	35	NA	NA	NA	0.685	0.12205925	76253	8115	75	63	NA	NA	NA	76253	8115	75	0.140116907	0.064496169	0.352852892	0.442534032	0.9454
63047	Homo_sapiens	DNase	ca	ENCSR228IKB_1	ENCSR228IKB	None	None	Pancreas	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047	251M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/63047_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/63047_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/63047_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/63047_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/attic/63047_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/attic/63047_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63047/attic/json	NA	ENCSR228IKB_1_treat_rep1	36	35	NA	NA	NA	0.821	0.2263015	77682	8762	97	108	NA	NA	NA	77682	8762	97	0.11324825	0.09392358	0.377089415	0.415738755	0.9692
63048	Homo_sapiens	DNase	ca	ENCSR228IKB_2	ENCSR228IKB	None	None	Pancreas	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048	249M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/63048_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/63048_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/63048_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/63048_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/attic/63048_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/attic/63048_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63048/attic/json	NA	ENCSR228IKB_2_treat_rep1	36	36	134729107	66271320	0.4919	0.873	0.20782525	69073	5610	57	133	NA	NA	NA	69073	5610	57	0.112167052	0.103288432	0.376607524	0.407936992	0.966
63054	Homo_sapiens	DNase	ca	ENCSR229PFU_1	ENCSR229PFU	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054	180M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/63054_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/63054_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/63054_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/63054_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/attic/63054_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/attic/63054_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63054/attic/json	NA	ENCSR229PFU_1_treat_rep1	36	36	77337528	58693232	0.7589	0.809	0.2104825	59520	2728	43	104	NA	NA	NA	59520	2728	43	0.141722591	0.086011533	0.384193842	0.388072033	0.9572
63070	Homo_sapiens	DNase	ca	ENCSR237WJY_1	ENCSR237WJY	None	None	Uterus	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070	408M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/63070_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/63070_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/63070_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/63070_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/attic/63070_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/attic/63070_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63070/attic/json	NA	ENCSR237WJY_1_treat_rep1	36	35	NA	NA	NA	0.929	0.06168725	48696	2688	70	66	NA	NA	NA	48696	2688	70	0.186312492	0.074125211	0.354016404	0.385545893	0.9406
63164	Homo_sapiens	DNase	ca	ENCSR274JIR_1	ENCSR274JIR	K562	Erythroblast	Bone_Marrow	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164	126M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/63164_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/63164_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/63164_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/63164_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/attic/63164_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/attic/63164_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_encode3/dataset63164/attic/json	NA	ENCSR274JIR_1_treat_rep1	36	35	109348064	65760642	0.6014	0.79	0.2084875	85222	26229	1090	65	NA	NA	NA	85222	26229	1090	0.123074932	0.059837406	0.38267233	0.434415332	0.9614
